"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0203",1,39200,62,2,48,51,0,1,5,1,6,654,516,51,28,51,28,51,28,9,1,9,1,9997,9997,9997,9997,9997,9997,485,42,42,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,9,2,2,3,3,3,2,2,3,3,3,3,1,2,3,2,2,3,2,3,3,2,5,85,5,85,0,5,0,0,0,0,0,9997,2,2,2,2,3,3,2,2,3,2,1,1,2,2,1,1,1,1,1,1,4,3,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,3,2,1,1,1,1,1,1,1,20,5,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,38,1,2,-3.5593,-3.8532,-1.7186,-3.0551,1,9,0.441,1,9997,0.146,1,0.087,1.44,0.15,1.6038,1,3,1170,0.1539,1.976,123.158,18,-1.0211,-1.2132,-1.8472,-0.7371,-1.0911,-1.1788,20.7644,2.9489,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,63,1,42,58,0,0,4,1,6,308,411,46,0,46,0,46,0,6,0,6,0,9997,9997,9997,9997,9997,9997,239,122,122,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,0,2,0,30,45,45,0,5,0,0,0,5,0,9997,2,2,2,2,3,2,2,2,3,2,1,1,1,1,1,3,3,3,4,3,4,3,2,1,3,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,2,2,4,4,2,3,4,4,3,3,3,2,2,3,14,100,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,6,38,1,3,-0.9829,-1.2063,-1.4262,-0.3206,3,3,0.572,1,9997,0.13,1,0.51,1.44,-0.7,-0.6029,3,3,719,1.3052,1.976,119.833,15.63,0.6173,-1.2132,-1.8472,-0.7371,-1.0911,-0.2762,24.9627,3.5451,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,64,1,100,0,0,0,4,1,6,319,390,48,20,48,20,48,20,5,0,5,0,9997,9997,9997,9997,9997,9997,239,109,109,1,2,3,1,1,1,1,3,1,2,2,1,3,1,3,3,1,3,1,3,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,9,2,2,3,3,3,2,1,2,3,2,4,2,3,3,1,3,2,2,2,3,2,0,100,0,100,10,3,0,0,0,1,0,9997,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1,4,3,3,1,2,2,3,1,1,1,1,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,2,3,2,2,3,6,5,3,2,6,2,2,3,3,3,2,2,2,0,0,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,5,38,1,2,-1.814,-0.8328,0.1183,-0.3206,0,9,0.55,1,9997,0.086,1,0.456,1.44,-0.7,-0.6029,3,3,709,-0.4622,-0.1702,141.8,12.224,-0.6182,0.0095,-1.8472,-0.7371,-1.0911,-1.1788,20.8167,2.9563,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,65,1,58,42,0,0,5,1,6,351,486,47,5,47,5,47,5,8,1,8,1,9997,9997,9997,9997,9997,9997,280,41,41,1,1,3,1,2,2,2,2,1,2,3,3,2,2,3,3,3,3,1,3,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,3,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,0,2,0,20,0,20,0,0,0,0,0,0,0,9997,2,2,2,2,2,3,2,3,2,3,1,2,1,2,2,2,3,3,2,3,2,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,3,3,4,4,6,4,3,3,4,3,3,3,3,4,5,3,3,4,20,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,6,38,1,2,-0.6467,-0.2137,0.1183,-0.3206,0,9,0.581,1,9997,0.172,1,0.146,1.44,-0.7,-0.6029,3,3,837,-0.763,-0.3482,98.471,16.909,0.0882,-0.6748,-1.8472,-0.7371,0.4567,-0.7478,22.3402,3.1727,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,66,1,94,6,0,0,3,1,4,385,271,52,14,52,14,52,14,8,0,8,0,9997,9997,9997,9997,9997,9997,229,40,40,3,4,4,1,1,1,1,3,1,4,4,4,2,1,4,3,2,3,3,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,3,4,3,3,2,3,2,2,2,3,4,2,2,1,2,3,2,2,5,3,0,100,0,0,6,0,0,0,0,1,6,9997,2,1,3,3,3,2,3,1,2,3,2,2,1,2,4,4,2,1,3,3,4,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,2,3,3,3,3,5,5,6,6,6,6,6,6,2,3,3,4,6,6,6,13,0,1,1,1,1,2,1,1,2,1,2,1,1,3,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,28,1,2,0.1329,0.0432,1.0394,2.258,1,2,0.413,1,9997,0.136,1,0.175,1.44,-0.7,-0.6029,3,3,656,-0.763,-1.2473,82,11.119,-1.5516,0.0095,-1.8472,-1.4838,-1.0911,-0.8958,25.2774,3.5898,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,67,2,43,50,1,6,4,3,9,0,158,34,40,34,40,34,40,2,1,2,1,9997,9997,9997,9997,9997,9997,52,90,90,1,1,1,2,3,1,2,4,1,1,1,1,2,4,3,2,3,3,3,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,9,2,2,3,2,2,2,1,1,2,2,3,1,2,2,2,3,2,3,3,2,3,2,25,2,25,0,10,0,0,0,0,0,9997,3,3,3,3,3,2,3,2,2,3,1,2,2,2,1,1,2,2,2,3,2,3,3,3,3,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,1,5,67,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,53,1,1,-1.814,-1.6346,-1.4262,-1.9239,0,9,1,1,9997,0.046,1,1.731,1.44,-0.36,1.6038,1,3,158,-1.0894,0.224,63.2,2.926,0.0882,-0.6748,-0.5646,-2.4725,0.7093,-0.8958,98.746,14.0237,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,68,2,47,44,4,5,4,1,5,1103,534,118,0,118,0,118,0,18,0,18,0,9997,9997,9997,9997,9997,9997,518,164,164,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,3,2,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,1,1,0,80,0,80,0,2,0,0,0,0,5,9997,2,2,2,2,2,3,2,2,3,2,1,1,2,2,1,1,2,1,1,2,2,3,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,3,3,1,5,6,3,4,4,4,4,3,3,3,2,2,3,2,11,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,7,33,1,3,-0.9829,-1.2063,-0.3717,0.4499,2,1,0.326,1,9997,0.153,1,0.317,1.44,0.67,1.6038,1,3,1637,1.3052,1.976,90.944,13.873,-0.1621,-0.6748,-1.8472,-0.7371,-0.2817,-0.2762,13.7276,1.9496,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,69,2,35,50,15,0,3,1,7,559,516,74,0,74,0,74,0,10,0,10,0,9997,9997,9997,9997,9997,9997,360,185,185,1,3,3,1,1,1,1,1,1,2,1,2,1,1,1,1,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,3,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,0,1,5,70,5,70,0,0,0,0,0,75,0,9997,1,1,1,2,2,3,1,3,2,4,1,1,2,2,1,1,3,1,3,3,4,3,3,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,3,3,4,4,4,4,5,2,5,4,4,4,6,4,2,3,1,1,5,6,6,6,30,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,43,1,3,0.3404,-0.2137,0.6627,0.2118,4,3,0.48,1,9997,0.135,1,0.514,1.44,0.67,1.6038,1,3,1075,1.3052,0.7524,107.5,14.527,0.6173,-0.6748,-0.5646,0.8541,-1.0911,0.8778,16.5494,2.3503,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,70,2,48,49,1,2,4,1,6,372,580,63,19,63,19,63,19,8,3,8,3,9997,9997,9997,9997,9997,9997,316,112,112,5,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,3,2,2,2,2,2,2,1,2,3,2,3,1,3,2,1,3,2,2,2,5,2,0,100,0,100,0,0,0,0,0,0,0,9997,2,2,3,3,3,2,3,4,3,4,1,2,1,2,1,1,4,1,1,3,2,3,3,1,3,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,4,2,4,4,2,3,4,3,3,2,3,3,3,2,2,0,0,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,38,1,3,-1.3694,-1.2063,-0.3717,-0.6535,3,3,0.609,1,9997,0.131,1,0.354,1.44,1.18,1.6038,1,3,952,-0.1662,1.976,100.211,13.131,0.0882,-2.336,-1.8472,-1.8308,-1.0911,-0.7478,20.7227,2.943,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,71,1,100,0,0,0,4,1,7,522,453,63,9,63,9,63,9,9,0,9,0,9997,9997,9997,9997,9997,9997,327,83,83,3,3,4,1,1,1,1,2,1,2,2,3,2,3,4,3,2,3,3,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,3,2,2,2,2,2,1,1,2,3,2,2,1,2,3,2,2,3,2,2,0,2,1,5,0,5,0,0,0,0,0,0,0,9997,2,2,2,2,3,2,2,2,3,3,1,2,1,2,1,1,1,2,1,2,2,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,3,4,3,4,3,2,2,2,2,3,2,1,3,1,10,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,43,1,2,-1.814,-2.1357,-1.4262,-0.0388,3,3,0.465,1,9997,0.133,1,0.254,1.44,-0.7,-0.6029,3,3,975,-1.4636,-0.1702,108.333,14.444,0.3493,-1.2132,-1.0488,-0.7371,-1.0911,-0.7478,18.3415,2.6048,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,72,1,53,1,46,0,4,1,6,83,33,51,3,51,3,51,3,8,0,8,0,9997,9997,9997,9997,9997,9997,40,40,40,2,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,3,3,3,1,2,2,2,3,1,2,3,1,2,2,2,2,0,2,2,100,2,100,0,2,0,0,0,30,5,9997,1,1,2,1,3,3,2,3,3,2,2,1,1,2,1,1,2,1,1,1,1,3,1,2,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,4,2,4,2,3,2,3,2,3,2,3,2,5,3,2,3,25,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,8,38,1,2,-2.3149,-1.6346,-0.6241,-1.4684,1,2,0.284,1,9997,0.152,1,1,1.44,-0.7,-0.6029,3,3,116,1.3052,1.1619,14.5,2.21,-0.8253,-1.7632,-0.1437,0.8541,-1.0911,-0.4382,150.4005,21.3595,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,73,1,100,0,0,0,4,3,4,108,52,37,8,37,8,37,8,2,2,2,2,9997,9997,9997,9997,9997,9997,58,120,120,2,2,4,1,1,1,1,2,1,2,2,2,1,1,4,3,2,3,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,9,3,3,3,2,3,3,1,2,1,2,3,2,2,2,2,1,2,2,2,11,2,30,100,30,100,0,0,0,0,0,0,0,9997,1,1,2,3,1,3,3,2,2,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,4,2,2,4,2,6,3,2,2,3,2,2,3,3,3,5,3,3,0,0,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,28,1,1,-0.9829,-1.6346,-0.1263,-1.4684,1,9,0.325,1,9997,0.073,1,2.069,1.44,-0.7,-0.6029,3,2,160,-0.763,0.224,53.333,3.902,-1.0211,0.702,-1.8472,0.0826,-1.0911,-0.2762,100.3206,14.2473,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,74,2,39,58,2,1,3,1,5,276,263,46,11,46,11,46,11,14,2,14,2,9997,9997,9997,9997,9997,9997,180,50,50,2,2,4,1,1,1,2,2,3,4,4,4,2,3,3,3,1,3,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,4,2,2,2,1,3,3,3,4,2,3,4,2,3,3,3,3,0,1,40,40,40,40,10,10,0,5,2,70,20,9997,2,2,2,2,3,2,2,3,3,2,1,1,1,1,1,1,2,2,1,3,3,3,2,3,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,6,4,5,5,3,6,4,2,4,4,3,3,3,2,2,6,3,6,7,27,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,8,33,1,3,-0.0958,0.2753,0.3739,-0.3206,5,3,0.488,1,9997,0.291,1,0.278,1.44,1.18,1.6038,1,3,539,-1.0894,-1.4581,35.933,10.466,-0.6182,-1.7632,0.7801,-0.7371,-0.2817,-1.9583,31.6903,4.5006,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,75,1,100,0,0,0,5,1,6,357,519,58,0,58,0,58,0,8,0,8,0,9997,9997,9997,9997,9997,9997,280,40,40,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,3,3,3,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,0,3,0,100,0,100,5,0,0,0,1,50,0,9997,2,2,1,2,2,3,2,3,2,3,1,1,2,2,1,2,2,1,1,2,2,3,1,3,3,2,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,20,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,4,38,1,3,-0.6467,-1.2063,-1.4262,-0.6535,4,3,0.592,1,9997,0.138,1,0.143,0.87,-0.8,-0.8313,3,3,876,1.3052,0.018,109.5,15.103,0.0882,-0.6748,-1.8472,0.0826,-0.2817,0.0647,18.8001,2.6699,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,76,1,95,5,0,0,4,1,6,424,501,66,0,66,0,66,0,5,0,5,0,9997,9997,9997,9997,9997,9997,309,210,210,1,2,4,3,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,1,2,0,2,0,90,0,90,0,0,0,0,0,0,0,9997,1,1,3,2,3,2,2,2,3,3,2,2,1,1,1,1,1,3,1,3,4,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,3,3,3,2,2,2,4,3,3,2,3,3,3,2,2,3,2,2,0,0,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,5,38,1,2,-0.9829,-0.8328,-2.0431,-0.3206,3,3,0.542,1,9997,0.076,1,0.68,1.44,-0.7,-0.6029,3,3,925,-0.4622,1.976,185,14.015,0.0882,-1.2132,-1.8472,0.0826,0.1524,-0.5953,20.756,2.9477,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,77,2,28,61,1,10,5,1,7,0,663,22,25,22,25,22,25,4,1,4,1,9997,9997,9997,9997,9997,9997,221,60,60,1,2,5,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,3,2,2,1,1,1,1,1,3,2,1,1,2,2,1,1,2,0,1,2,10,1,10,0,0,0,0,0,90,20,9997,1,1,1,1,2,3,2,3,2,3,1,1,1,2,1,1,1,4,2,3,4,3,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,5,5,4,2,3,3,5,4,4,3,5,4,3,2,2,3,4,4,5,50,60,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,5,43,1,3,0.7162,-0.5037,-0.1263,-0.0388,2,2,1,1,9997,0.13,1,0.271,1.44,2.71,1.6038,1,3,663,0.1539,0.7524,147.333,19.217,0.6173,-0.6748,-0.1437,1.4452,-1.0911,0.4389,26.7165,3.7942,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,78,1,100,0,0,0,3,1,7,30,125,44,0,44,0,44,0,4,0,4,9998,9997,9997,9997,9997,9997,9997,40,41,41,2,1,2,1,1,1,1,1,1,3,3,3,4,1,4,3,3,3,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,9,2,2,3,3,3,2,1,2,2,3,3,3,3,3,2,2,2,2,2,5,2,0,100,0,100,0,0,0,0,0,28,0,9997,2,2,2,3,2,3,3,1,1,2,2,2,1,1,1,1,2,2,1,1,2,3,1,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,3,3,2,3,4,3,4,4,3,2,4,3,2,3,4,4,5,2,2,6,50,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,43,1,2,-0.6467,-0.8328,-0.3717,-0.6535,1,9,0.806,1,9997,0.091,1,1.025,1.44,-0.8,-0.8313,3,3,155,-0.763,-0.6941,38.75,3.523,-0.6182,1.2831,0.2924,-1.4838,-1.0911,-1.1788,74.2719,10.5479,"28NOV13"
